epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,1098.61,1.8394,2.68362,1.3735,0.89063,0.17094,0.3393,0.12771,2.10507,2.68635,1.58917,2.01611e-05,2.01611e-05,2.01611e-05
73,1115.61,1.80097,2.57277,1.27669,0.89278,0.17094,0.34929,0.13202,2.10732,2.67618,1.58999,1.89475e-05,1.89475e-05,1.89475e-05
74,1129.21,1.76249,2.51727,1.30046,0.89278,0.17094,0.34929,0.13202,2.10732,2.67618,1.58999,1.77651e-05,1.77651e-05,1.77651e-05
75,1142.1,1.81895,2.59076,1.31032,0.89278,0.17094,0.34929,0.13202,2.10732,2.67618,1.58999,1.66149e-05,1.66149e-05,1.66149e-05
76,1164.14,1.86974,2.55388,1.39267,0.89305,0.17094,0.34819,0.12991,2.1072,2.66364,1.59082,1.54982e-05,1.54982e-05,1.54982e-05
77,1178.36,1.8524,2.53911,1.28615,0.89305,0.17094,0.34819,0.12991,2.1072,2.66364,1.59082,1.44161e-05,1.44161e-05,1.44161e-05
78,1194.1,1.69501,2.4732,1.24072,0.89305,0.17094,0.34819,0.12991,2.1072,2.66364,1.59082,1.33695e-05,1.33695e-05,1.33695e-05
79,1207.32,1.6686,2.47484,1.16978,0.89545,0.17094,0.34826,0.13096,2.10897,2.66272,1.59144,1.23596e-05,1.23596e-05,1.23596e-05
80,1223.94,1.71899,2.49391,1.26339,0.89545,0.17094,0.34826,0.13096,2.10897,2.66272,1.59144,1.13873e-05,1.13873e-05,1.13873e-05
81,1238.45,1.89265,2.6795,1.31766,0.89105,0.17094,0.34909,0.12987,2.11529,2.66026,1.59637,1.04537e-05,1.04537e-05,1.04537e-05
82,1250.82,1.75624,2.4914,1.29943,0.89105,0.17094,0.34909,0.12987,2.11529,2.66026,1.59637,9.55951e-06,9.55951e-06,9.55951e-06
83,1262.47,1.76722,2.59773,1.32959,0.89105,0.17094,0.34909,0.12987,2.11529,2.66026,1.59637,8.70577e-06,8.70577e-06,8.70577e-06
84,1279.37,1.76335,2.52334,1.26702,0.89157,0.17094,0.35104,0.13181,2.11416,2.65338,1.59401,7.89327e-06,7.89327e-06,7.89327e-06
85,1295.9,1.6686,2.49816,1.32986,0.89157,0.17094,0.35104,0.13181,2.11416,2.65338,1.59401,7.12282e-06,7.12282e-06,7.12282e-06
86,1311.32,1.84292,2.50155,1.2927,0.89157,0.17094,0.35104,0.13181,2.11416,2.65338,1.59401,6.39518e-06,6.39518e-06,6.39518e-06
87,1327.46,1.78044,2.442,1.23494,0.89312,0.17094,0.35286,0.13292,2.11276,2.65091,1.594,5.71106e-06,5.71106e-06,5.71106e-06
88,1341.22,1.74937,2.50219,1.27258,0.89312,0.17094,0.35286,0.13292,2.11276,2.65091,1.594,5.07115e-06,5.07115e-06,5.07115e-06
